Marka,Model,Cena,Waluta,Paliwo,Przebieg,Rocznik,Skrzynia biegów,Pojemność silnika
Peugeot,Peugeot 508 1.5 BlueHDi GT Pack S&S EAT8,62000,PLN,Diesel,159000,2020,Automatyczna,1.5
BYD,BYD Leopard 8,349000,PLN,Hybryda Plug-in,300,2026,Automatyczna,NULL
Toyota,Toyota Auris 1.6 Premium Comfort,48800,PLN,Benzyna,99669,2016,Manualna,1.6
Mercedes-Benz,Mercedes-Benz Klasa B 180 CDI (BlueEFFICIENCY),12900,PLN,Diesel,253000,2011,Manualna,NULL
Seat,Seat Ateca 2.0 TSI FR Black S&S 4Drive DSG,42900,PLN,Benzyna,80000,2021,Automatyczna,2.0
Lexus,Lexus ES 300h Business Edition,139900,PLN,Hybryda,103000,2023,Automatyczna,NULL
Ford,Ford Focus 1.6 16V Ambiente,7900,PLN,Benzyna,201000,2006,Manualna,1.6
Volkswagen,Volkswagen Passat CC 2.0 TDI BlueMotion Technology,28800,PLN,Diesel,256198,2011,Manualna,2.0
Renault,Renault Megane ENERGY TCe 115 Start & Stop Bose Edition,18000,PLN,Benzyna,169000,2012,Manualna,NULL
Toyota,Toyota Yaris 1.33 Luna,15450,PLN,Benzyna,133000,2009,Manualna,1.3
Toyota,Toyota Proace City Verso 1.2 D-4T Family,72900,PLN,Benzyna,68000,2021,Manualna,1.2
Skoda,Skoda Superb 2.0 TSI 4x4 DSG Style,88900,PLN,Benzyna,136000,2019,Automatyczna,2.0
Nissan,Nissan Micra 1.0 IG-T Tekna,40900,PLN,Benzyna,56770,2022,Manualna,1.0
Volkswagen,Volkswagen Caddy 1.9 (5-Si.),21000,PLN,Diesel,239500,2010,Manualna,1.9
BMW,BMW Seria 3 330i xDrive M Sport sport,179800,PLN,Benzyna,13200,2025,Automatyczna,NULL
BMW,BMW Seria 4 420d xDrive Sport-Aut M Sport,199700,PLN,Diesel,60000,2024,Automatyczna,NULL
Honda,Honda Civic 1.6i Sport,8500,PLN,Benzyna,208000,2005,Manualna,1.6
Skoda,Skoda Superb 1.6 TDI Style DSG,58900,PLN,Diesel,195508,2019,Automatyczna,1.6
Opel,Opel Astra 1.4 Turbo,15000,PLN,Benzyna,274277,2012,Manualna,1.4
Mercedes-Benz,Mercedes-Benz Klasa A 250 7G-DCT AMG Line,69999,PLN,Benzyna,179999,2019,Automatyczna,NULL
Land Rover,Land Rover Range Rover Evoque 2.0Si4 HSE,58500,PLN,Benzyna,178508,2015,Automatyczna,2.0
Audi,Audi A6 Limousine 2.0 TDI,11600,PLN,Diesel,240961,2004,Manualna,2.0
Volkswagen,Volkswagen Golf,35055,PLN,Diesel,258500,2018,Manualna,NULL
Ford,Ford Edge,85000,PLN,Benzyna,51100,2020,Automatyczna,NULL
Toyota,Toyota Auris 1.4 D-4D Premium,25700,PLN,Diesel,224000,2013,Manualna,1.4
Daihatsu,Daihatsu Sirion,6500,PLN,Benzyna,193146,2005,Manualna,NULL
Audi,Audi A4 Avant,29999,PLN,Benzyna,131000,2009,Manualna,NULL
Peugeot,Peugeot 4007 HDI FAP 5-Sitzer Active,15900,PLN,Diesel,331668,2010,Manualna,NULL
Opel,Opel Astra,19900,PLN,Benzyna,147834,2014,Manualna,NULL
Peugeot,Peugeot 508 BlueHDi FAP 150 Stop&Start Allure,20900,PLN,Diesel,275000,2014,Manualna,NULL
BMW,BMW Seria 5 530d,59900,PLN,Diesel,168000,2015,Automatyczna,NULL
Ford,Ford C-MAX,22900,PLN,Benzyna,134000,2014,Manualna,NULL
Hyundai,Hyundai i10 1.0 Comfort,25800,PLN,Benzyna,64907,2016,Manualna,1.0
Citroën,Citroën C3 Aircross PureTech 110 Stop & Start OPF C-SERIES,48900,PLN,Benzyna,30000,2023,Manualna,NULL
Volkswagen,Volkswagen Golf Alltrack 2.0 TDI 4Motion (BMT) DSG,48900,PLN,Diesel,210000,2015,Automatyczna,2.0
Ford,Ford Kuga 2.0 EcoBlue Hybrid TITANIUM,61900,PLN,Diesel,164800,2020,Manualna,2.0
Mitsubishi,Mitsubishi ASX,15800,PLN,Diesel,262000,2011,Manualna,NULL
BMW,BMW X1 sDrive18i M Sport,140000,PLN,Benzyna,19000,2022,Automatyczna,NULL
Skoda,Skoda Felicia 1.3 LX,5500,PLN,Benzyna,67000,1997,Manualna,1.3
Mercedes-Benz,Mercedes-Benz Klasa E 200 d 9G-TRONIC Avantgarde,85000,PLN,Diesel,180000,2019,Automatyczna,NULL
Citroën,Citroën C4 Picasso 1.6 HDi Equilibre Navi Pack MCP,13500,PLN,Diesel,240400,2011,Automatyczna,1.6
Skoda,Skoda Fabia 1.2 TSI Active,18600,PLN,Benzyna+LPG,204406,2016,Manualna,1.2
Opel,Opel Astra 1.4 Start,7999,PLN,Benzyna,303307,2007,Manualna,1.4
Ford,Ford Puma 1.5 EcoBoost ST X,76900,PLN,Benzyna,27400,2021,Manualna,1.5
Cupra,Cupra Formentor 2.0 TSI 4Drive DSG VZ Extreme,168800,PLN,Benzyna,21000,2024,Automatyczna,2.0
Maserati,Maserati Quattroporte S Q4,13000,PLN,Benzyna,70000,2017,Automatyczna,NULL
Ford,Ford Mondeo 1.8 TDCi Ghia,6500,PLN,Diesel,275000,2008,Manualna,1.8
Skoda,Skoda Fabia 1.2 12V Classic,6400,PLN,Benzyna,207296,2008,Manualna,1.2
Volkswagen,Volkswagen Tiguan 2.0 TDI BMT SCR 4Mot Highline DSG,79000,PLN,Diesel,150000,2017,Automatyczna,2.0
Volkswagen,Volkswagen Passat Variant 2.0 TDI Comfortline,5000,PLN,Diesel,285677,2006,Manualna,2.0
Kia,Kia Ceed,77777,PLN,Benzyna,18110,2025,Manualna,NULL
Citroën,Citroën Berlingo XL 1.5 BlueHDI Feel Pack S&S,28900,PLN,Diesel,260000,2019,Manualna,1.5
Volkswagen,Volkswagen Passat Alltrack,69800,PLN,Diesel,188677,2017,Automatyczna,NULL
Fiat,Fiat Grande Punto,7500,PLN,Benzyna,229813,2008,Manualna,NULL
Skoda,Skoda Karoq 1.0 TSI 4x2 Style DSG,33900,PLN,Benzyna,32126,2018,Automatyczna,1.0
Ford,Ford Focus,70000,PLN,Diesel,122500,2021,Automatyczna,NULL
Kia,Kia Ceed 1.6 GDI Platinum Edition,34800,PLN,Benzyna,145238,2014,Manualna,1.6
Mercedes-Benz,Mercedes-Benz Klasa A 180 d 7G-DCT,72500,PLN,Diesel,145000,2019,Automatyczna,NULL
Audi,Audi S3,89000,PLN,Benzyna,128747,2018,Automatyczna,NULL
Opel,Opel Astra 1.8 Comfort,4800,PLN,Benzyna+LPG,208000,2001,Manualna,1.8
Renault,Renault Clio Cargo ENERGY dCi 75 Extra,10700,PLN,Diesel,195000,2015,Manualna,NULL
Fiat,Fiat Punto 1.4 Easy S&S,11350,PLN,Benzyna,212855,2012,Manualna,1.4
Volkswagen,Volkswagen Passat 1.9 TDI Highline,4900,PLN,Diesel,358446,2002,Manualna,1.9
Ford,Ford Ranger,80000,PLN,Diesel,140000,2019,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz CLS 55 AMG,130000,PLN,Benzyna,57000,2005,Automatyczna,NULL
Lexus,Lexus UX 200 GPF Omotenashi 2WD,104000,PLN,Benzyna,38789,2021,Automatyczna,NULL
Volkswagen,Volkswagen Golf 1.4 Team,16600,PLN,Benzyna,200000,2010,Manualna,1.4
Toyota,Toyota RAV4,105000,PLN,Hybryda,173000,2020,Automatyczna,NULL
BMW,BMW Seria 5,21900,PLN,Benzyna+LPG,286200,2002,Automatyczna,NULL
Audi,Audi A4 Avant,7499,PLN,Diesel,219600,2004,Manualna,NULL
BMW,BMW Seria 3 318i,22900,PLN,Benzyna,277000,2009,Automatyczna,NULL
Suzuki,Suzuki Jimny,24900,PLN,Benzyna,31000,2013,Automatyczna,NULL
BMW,BMW X3 xDrive20d M Sport sport,142000,PLN,Diesel,95000,2020,Automatyczna,NULL
BMW,BMW Seria 1 118d xDrive,42500,PLN,Diesel,1500,2014,Manualna,NULL
Porsche,Porsche Cayenne S Tiptronic S,85000,PLN,Benzyna,61000,2012,Automatyczna,NULL
Skoda,Skoda RAPID 1.2 TSI Active,24900,PLN,Benzyna,139000,2015,Manualna,1.2
Mercedes-Benz,Mercedes-Benz GLB 250 8G-DCT AMG Line,111900,PLN,Benzyna,69700,2021,Automatyczna,NULL
Renault,Renault Kadjar BLUE dCi 115 EDC BUSINESS EDITION,22900,PLN,Diesel,380000,2020,Automatyczna,NULL
Toyota,Toyota C-HR 1.8 Hybrid Prestige,48900,PLN,Hybryda,45000,2023,Automatyczna,1.8
Toyota,Toyota Yaris 1.33 Life,32900,PLN,Benzyna,46000,2016,Manualna,1.3
Peugeot,Peugeot 208 1.4 HDi Active,8500,PLN,Diesel,215000,2013,Manualna,1.4
Mitsubishi,Mitsubishi Lancer Evolution GSR GT360 NAVI,98000,PLN,Benzyna,113510,2014,Manualna,NULL
Volkswagen,Volkswagen Passat Alltrack 2.0 TDI 4Mot,35800,PLN,Diesel,112000,2012,Manualna,2.0
MINI,MINI Countryman S ALL4 mHEV Linia Favoured,178350,PLN,Benzyna,19789,2024,Automatyczna,NULL
Volkswagen,Volkswagen Caddy,55900,PLN,Diesel,137700,2020,Manualna,NULL
Seat,Seat Leon,65900,PLN,Benzyna,100500,2022,Manualna,NULL
Seat,Seat Arona,57900,PLN,Benzyna,93000,2019,Manualna,NULL
Kia,Kia Sportage,105900,PLN,Benzyna,73400,2023,Automatyczna,NULL
Jeep,Jeep Grand Cherokee,69500,PLN,Diesel,206200,2017,Automatyczna,NULL
Jeep,Jeep Renegade,65900,PLN,Benzyna,91100,2020,Automatyczna,NULL
Dacia,Dacia Logan,1587,PLN,Benzyna+LPG,179683,2006,Manualna,NULL
BMW,BMW Seria 4,72900,PLN,Diesel,124771,2015,Automatyczna,NULL
Cupra,Cupra Formentor,115900,PLN,Benzyna,59200,2023,Automatyczna,NULL
Cupra,Cupra Leon,102900,PLN,Benzyna,12200,2024,Manualna,NULL
Skoda,Skoda Superb,168900,PLN,Benzyna,15000,2024,Automatyczna,NULL
Audi,Audi A3 Sportback,25900,PLN,Diesel,176700,2010,Manualna,NULL
Hyundai,Hyundai Tucson 1.6 Turbo 4WD DCT 25 Jahre,65000,PLN,Benzyna,168455,2016,Automatyczna,1.6
Volkswagen,Volkswagen Golf Plus,14800,PLN,Benzyna,245000,2007,Manualna,NULL
Audi,Audi A4 Avant 2.0 TDI Multitronic,20000,PLN,Diesel,333869,2012,Automatyczna,2.0
Suzuki,Suzuki Jimny,65700,PLN,Benzyna,107000,2017,Manualna,NULL
Volkswagen,Volkswagen Tiguan 1.5 TSI EVO Elegance DSG,144900,PLN,Benzyna,6610,2024,Automatyczna,1.5
Cupra,Cupra Formentor 1.5 TSI,115700,PLN,Benzyna,5,2026,Manualna,1.5
Audi,Audi A5 Sportback 2.0 TFSI quattro S tronic sport,55000,PLN,Benzyna,64376,2017,Automatyczna,2.0
Ford,Ford Fiesta 1.0 EcoBoost ST-Line,25990,PLN,Benzyna,129900,2016,Manualna,1.0
Mitsubishi,Mitsubishi Galant,5000,PLN,Benzyna,207371,2003,Automatyczna,NULL
Volkswagen,Volkswagen Phaeton,21900,PLN,Diesel,315500,2008,Automatyczna,NULL
Volkswagen,Volkswagen Golf,63500,PLN,Benzyna,99236,2021,Manualna,NULL
Volkswagen,Volkswagen Touran 1.9 TDI DPF BlueMot Conceptline,16100,PLN,Diesel,262000,2009,Manualna,1.9
Audi,Audi A6 Avant,14700,PLN,Diesel,312000,2009,Manualna,NULL
Volvo,Volvo XC 70 D5 AWD Kinetic,16000,PLN,Diesel,290017,2006,Automatyczna,NULL
Ford,Ford Fiesta 1.25 Ambiente,11500,PLN,Benzyna,232448,2012,Manualna,1.2
Citroën,Citroën C3 1.4 Attraction,12500,PLN,Benzyna,182000,2012,Manualna,1.4
Seat,Seat Leon 1.2 TSI Style,26500,PLN,Benzyna,198374,2014,Manualna,1.2
Suzuki,Suzuki S-Cross 1.4 BoosterJet Hybrid ALLGRIP Comfort+,58999,PLN,Benzyna,10388,2025,Manualna,1.4
Honda,Honda Jazz,3500,PLN,Benzyna,263165,2003,Manualna,NULL
Audi,Audi SQ5,150000,PLN,Benzyna,168833,2018,Automatyczna,NULL
GMC,GMC Terrain,53900,PLN,Benzyna,213058,2017,Automatyczna,NULL
Lexus,Lexus UX,115000,PLN,Hybryda,30388,2020,Automatyczna,NULL
Skoda,Skoda Kodiaq 2.0 TDI 4x4 Sportline DSG,143900,PLN,Diesel,114981,2023,Automatyczna,2.0
Nissan,Nissan Qashqai 2.0 I-Way,26900,PLN,Benzyna,204543,2010,Manualna,2.0
Volkswagen,Volkswagen T-Roc 2.0 TSI OPF 4MOTION DSG R-Line,81900,PLN,Benzyna,83200,2018,Automatyczna,2.0
Volkswagen,Volkswagen Golf Sportsvan 1.4 TSI (BlueMotion Technology) DSG Highline,38900,PLN,Benzyna,99900,2015,Automatyczna,1.4
Fiat,Fiat 500,15700,PLN,Benzyna,155000,2010,Manualna,NULL
Toyota,Toyota Yaris Hybrid 100 Premium,37900,PLN,Hybryda,195000,2019,Automatyczna,NULL
Porsche,Porsche 911 Carrera S PDK,333333,PLN,Benzyna,156000,2011,Automatyczna,NULL
Honda,Honda HR-V,38500,PLN,Benzyna,60000,2020,Automatyczna,NULL
BMW,BMW Seria 3,31000,PLN,Diesel,322749,2007,Automatyczna,NULL
Renault,Renault Arkana,39000,PLN,Hybryda,54247,2021,Automatyczna,NULL
Volkswagen,Volkswagen Scirocco,28500,PLN,Benzyna,225000,2011,Automatyczna,NULL
Seat,Seat Arona 1.0 FR,29999,PLN,Benzyna+CNG,74674,2022,Manualna,1.0
BMW,BMW Seria 3 328i xDrive Sport Line,29999,PLN,Benzyna,68800,2016,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa A 180 7G-DCT 2Style,46900,PLN,Benzyna,156500,2015,Automatyczna,NULL
Volvo,Volvo V60,128900,PLN,Benzyna,50031,2025,Automatyczna,NULL
Ford,Ford C-MAX 2.0 TDCi Titanium MPS6,15500,PLN,Diesel,222284,2014,Automatyczna,2.0
Ford,Ford Focus 1.6 Ti-VCT FX Silver / Silver X,6000,PLN,Benzyna+LPG,389500,2009,Manualna,1.6
Suzuki,Suzuki Vitara,25000,PLN,Benzyna,97200,2020,Manualna,NULL
Chevrolet,Chevrolet Spark 1.0 LS,18500,PLN,Benzyna,26500,2013,Manualna,1.0
Opel,Opel Astra 1.7 CDTI,14500,PLN,Diesel,181000,2010,Manualna,1.7
Toyota,Toyota Land Cruiser,520000,PLN,Diesel,600,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa G AMG 63 AMG Speedshift 9G-TRONIC Superior,135000,EUR,Benzyna,89000,2022,Automatyczna,NULL
Dodge,Dodge Durango,88900,PLN,Benzyna,195000,2019,Automatyczna,NULL
Skoda,Skoda Yeti 1.2 TSI DSG Experience,23999,PLN,Benzyna,201130,2012,Automatyczna,1.2
Suzuki,Suzuki Vitara,66000,PLN,Benzyna,54000,2021,Manualna,NULL
Jaguar,Jaguar XJ,120000,PLN,Benzyna,27926,1969,Manualna,NULL
Volvo,Volvo XC 90 D5 SCR AWD Momentum,99100,PLN,Diesel,152064,2017,Automatyczna,NULL
Volkswagen,Volkswagen Passat 2.0 TDI EVO Business DSG,49999,PLN,Diesel,301906,2022,Automatyczna,2.0
Audi,Audi A5 Sportback 2.7 TDI DPF,35000,PLN,Diesel,266500,2010,Manualna,2.7
BMW,BMW Seria 3 320d DPF Efficient Dynamics Edition,25500,PLN,Diesel,216300,2011,Manualna,NULL
Volkswagen,Volkswagen Passat 1.4 TSI ACT BlueMotion Technology 4Motion Comfortline,56500,PLN,Benzyna,75600,2016,Manualna,1.4
Seat,Seat Leon 2.0 TDI DPF FR,43000,PLN,Diesel,157600,2014,Manualna,2.0
DS Automobiles,DS Automobiles DS 3,22900,PLN,Benzyna,136600,2016,Manualna,NULL
Volkswagen,Volkswagen Golf 1.6 TDI DPF BlueMotion,36500,PLN,Diesel,157500,2014,Manualna,1.6
BMW,BMW X5 xDrive40i,452800,PLN,Benzyna,1,2025,Automatyczna,NULL
Citroën,Citroën C3 1.2 PureTech Max,45900,PLN,Benzyna,14131,2023,Manualna,1.2
Volkswagen,Volkswagen T-Roc,33000,PLN,Benzyna,125000,2018,Manualna,NULL
Audi,Audi A8 4.2 TDI Quattro,59040,PLN,Diesel,320000,2011,Automatyczna,4.2
Mazda,Mazda CX-5 2.0 Skymotion AWD,59700,PLN,Benzyna,123136,2016,Manualna,2.0
RAM,RAM 1500 Quad Cab Longbed Bighorn,139900,PLN,Benzyna,79300,2022,Automatyczna,NULL
Mazda,Mazda 3 1.6 16V Exclusive,7600,PLN,Benzyna,242000,2003,Manualna,1.6
BMW,BMW Seria 1,15000,PLN,Diesel,281000,2011,Automatyczna,NULL
Suzuki,Suzuki Swift 1.3 Sakura,7300,PLN,Benzyna,202500,2005,Manualna,1.3
Volvo,Volvo XC 40 D3 Momentum Pro,83900,PLN,Diesel,174900,2019,Automatyczna,NULL
Volvo,Volvo V60,77900,PLN,Diesel,149998,2021,Automatyczna,NULL
Volkswagen,Volkswagen Passat Variant 2.0 TSI Elegance DSG,102899,PLN,Benzyna,61301,2023,Automatyczna,2.0
Audi,Audi Q5,55000,PLN,Benzyna,64126,2018,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa E 350 CDI 4-Matic BlueEff Avantgarde,42950,PLN,Diesel,213000,2010,Automatyczna,NULL
Porsche,Porsche Cayenne S Tiptronic S,216480,PLN,Benzyna,150000,2018,Automatyczna,NULL
Kia,Kia Sportage 1.6 T-GDI Anniversary 2WD DCT,129900,PLN,Benzyna,6001,2026,Automatyczna,1.6
Audi,Audi A5 Sportback 40 TFSI S tronic S line,40000,PLN,Benzyna,144157,2020,Automatyczna,NULL
Ford,Ford Focus,119000,PLN,Benzyna,72400,2016,Manualna,NULL
Ford,Ford Fiesta 1.25 SYNC Edition,13900,PLN,Benzyna,149000,2009,Manualna,1.2
Volkswagen,Volkswagen Passat 2.0 Comfortline,5990,PLN,Benzyna+LPG,299000,2003,Manualna,2.0
Toyota,Toyota Yaris Cross,40000,PLN,Hybryda,33522,2023,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLC 200 d mHEV 4-Matic Avantgarde,233900,PLN,Diesel,5,2026,Automatyczna,NULL
Ford,Ford S-Max 2.0 TDCi DPF Titanium X,23900,PLN,Diesel,229000,2011,Manualna,2.0
Toyota,Toyota Corolla,64900,PLN,Benzyna,47832,2024,Automatyczna,NULL
Fiat,Fiat Doblo 1.9 JTD Malibu,14900,PLN,Diesel,229000,2007,Manualna,1.9
Fiat,Fiat Doblo 1.9 JTD Dynamic,9900,PLN,Diesel,269000,2006,Manualna,1.9
Mitsubishi,Mitsubishi ASX 1.8 DI-D 2WD Inform,25900,PLN,Diesel,164000,2014,Manualna,1.8
Ford,Ford Ranger Limited,69900,PLN,Diesel,278000,2013,Manualna,NULL
Fiat,Fiat Ulysse 2.0 JTD DPF,13900,PLN,Diesel,179000,2009,Manualna,2.0
Mazda,Mazda CX-5 2.5 e-SKYACTIV G Prime-Line,133900,PLN,Benzyna,5,2026,Automatyczna,2.5
Volkswagen,Volkswagen Passat 1.6 TDI Comfortline,15500,PLN,Diesel,320000,2013,Manualna,1.6
Volvo,Volvo XC 60,229800,PLN,Hybryda Plug-in,28160,2025,Automatyczna,NULL
Kia,Kia Venga 1.4 M,31500,PLN,Benzyna,130711,2018,Manualna,1.4
Audi,Audi A6 Avant 2.0 TDI,15000,PLN,Diesel,365000,2006,Manualna,2.0
Opel,Opel Mokka 1.4 T Cosmo EU6,35900,PLN,Benzyna,140000,2016,Manualna,1.4
MINI,MINI Countryman C mHEV Linia Favoured,189100,PLN,Benzyna,10,2026,Automatyczna,NULL
Citroën,Citroën Berlingo,43000,PLN,Benzyna,100000,2019,Manualna,NULL
Cupra,Cupra Leon,129900,PLN,Benzyna,14537,2025,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,134900,PLN,Benzyna,7339,2025,Manualna,NULL
Cupra,Cupra Formentor,153900,PLN,Diesel,10,2025,Automatyczna,NULL
Cupra,Cupra Leon Sportstourer,154900,PLN,Benzyna,11616,2023,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz Klasa E 200 4-Matic 9G-TRONIC,107800,PLN,Benzyna,154627,2018,Automatyczna,NULL
BMW,BMW X5 xDrive25d,165700,PLN,Diesel,92900,2019,Automatyczna,NULL
Hyundai,Hyundai Tucson,75900,PLN,Diesel,135000,2020,Automatyczna,NULL
Peugeot,Peugeot 308 1.5 BlueHDi Active Pack S&S EAT8,66000,PLN,Diesel,71148,2022,Automatyczna,1.5
Renault,Renault Megane 1.6 16V 100 TomTom Edition,26990,PLN,Benzyna,160000,2013,Manualna,1.6
Ford,Ford Puma 1.0 EcoBoost Titanium,26500,PLN,Benzyna,116507,2021,Manualna,1.0
Volkswagen,Volkswagen CC,34999,PLN,Benzyna,202623,2013,Automatyczna,NULL
Kia,Kia Sportage,69900,PLN,Diesel,161482,2022,Manualna,NULL
Land Rover,Land Rover Range Rover Velar 3.0 P400 mHEV Dynamic SE,326000,PLN,Benzyna,11000,2025,Automatyczna,3.0
Kia,Kia Ceed 1.5 T-GDI M DCT,69850,PLN,Benzyna,140143,2024,Automatyczna,1.5
Ford,Ford Focus 1.0 EcoBoost Titanium,15000,PLN,Benzyna,166009,2014,Manualna,1.0
Audi,Audi S5 Sportback 3.0 TFSI quattro tiptronic,117000,PLN,Benzyna,155000,2018,Automatyczna,3.0
Kia,Kia ProCeed 1.5 T-GDI GT Line DCT,103900,PLN,Benzyna,50405,2024,Automatyczna,1.5
Audi,Audi Q5 TFSI mHEV 150 kW S tronic,193900,PLN,Benzyna,5,2026,Automatyczna,NULL
Lexus,Lexus RX,164900,PLN,Benzyna,57177,2022,Automatyczna,NULL
Volvo,Volvo XC 60 D4 SCR AWD Momentum,95900,PLN,Diesel,165000,2018,Automatyczna,NULL
BMW,BMW Seria 1 M135i Sport,80000,PLN,Benzyna,116491,2016,Automatyczna,NULL
Ford,Ford Fiesta,23500,PLN,Diesel,160000,2015,Manualna,NULL
Renault,Renault Megane 1.6 16V Dynamique Euro5,22999,PLN,Benzyna,159000,2012,Manualna,1.6
Kia,Kia Stonic 1.0 T-GDI MHEV GT Line,65850,PLN,Benzyna,33559,2022,Manualna,1.0
Seat,Seat Leon 2.0 TSI Cupra S&S DSG,85000,PLN,Benzyna,118000,2017,Automatyczna,2.0
Audi,Audi TT Coupé 1.8T,19000,PLN,Benzyna,361368,2005,Manualna,1.8
Ford,Ford Kuga 2.5 FHEV FWD ST-Line,99850,PLN,Hybryda,82830,2023,Automatyczna,2.5
Toyota,Toyota RAV4,144900,PLN,Hybryda,139795,2021,Automatyczna,NULL
Peugeot,Peugeot 2008,79900,PLN,Benzyna,25080,2024,Automatyczna,NULL
Toyota,Toyota Camry 2.5 Hybrid Prestige CVT,134900,PLN,Hybryda,58972,2024,Automatyczna,2.5
Opel,Opel Astra,12500,PLN,Diesel,117000,2008,Manualna,NULL
Dodge,Dodge Durango 5.7 R/T,39900,PLN,Benzyna,36044,2023,Automatyczna,5.7
Ford,Ford Crown,33000,PLN,Benzyna,85573,1988,Automatyczna,NULL
Dodge,Dodge Charger 5.7 R/T,33900,PLN,Benzyna,16325,2019,Automatyczna,5.7
BMW,BMW i7 105.7kWh xDrive60 M Sport,445000,PLN,Elektryczny,11000,2024,Automatyczna,5.7
Honda,Honda CR-V,32500,PLN,Benzyna,56066,2022,Automatyczna,NULL
Skoda,Skoda Kodiaq,44900,PLN,Diesel,80540,2017,Automatyczna,NULL
Land Rover,Land Rover Range Rover Velar 3.0 D300 mHEV Dynamic SE,379000,PLN,Hybryda,11,2025,Automatyczna,3.0
Cupra,Cupra Formentor,199900,PLN,Benzyna,6123,2026,Automatyczna,NULL
Renault,Renault Kadjar 1.3 TCe FAP Intens EDC,81900,PLN,Benzyna,35204,2022,Automatyczna,1.3
Kia,Kia Optima 2.0 M,61700,PLN,Benzyna,137800,2019,Manualna,2.0
Dodge,Dodge Charger 3.6 GT,115000,PLN,Benzyna,51000,2023,Automatyczna,3.6
Fiat,Fiat Tipo 1.4 16v Mirror,38900,PLN,Benzyna,130000,2021,Manualna,1.4
Ford,Ford Tourneo Connect 2.0 EcoBlue Titanium,49900,PLN,Diesel,137900,2023,Automatyczna,2.0
Ford,Ford Mustang 2.3 EcoBoost,72900,PLN,Benzyna,140000,2016,Automatyczna,2.3
Skoda,Skoda Octavia 1.5 TSI ACT Style DSG,67000,PLN,Benzyna,101000,2019,Automatyczna,1.5
BMW,BMW X7 xDrive40d mHEV M Sport sport,300000,PLN,Diesel,15500,2025,Automatyczna,NULL
Renault,Renault Kadjar Energy TCe 130 EDC Bose Edition,41900,PLN,Benzyna,101000,2017,Automatyczna,NULL
Fiat,Fiat 500X,45900,PLN,Benzyna,104000,2017,Automatyczna,NULL
Ford,Ford Kuga 2.5 4x4 Titanium,38900,PLN,Benzyna+LPG,196295,2012,Manualna,2.5
Ford,Ford Focus 2.0 TDCi ST-Line Black ASS PowerShift,55000,PLN,Diesel,144780,2018,Automatyczna,2.0
Ford,Ford Transit Custom Kombi 320 L2H1 Trend M1,178350,PLN,Diesel,10,2025,Manualna,NULL
BMW,BMW 3GT 330i xDrive M Sport,79500,PLN,Benzyna,154000,2020,Automatyczna,NULL
Land Rover,Land Rover Defender,365000,PLN,Diesel,1000,2026,Automatyczna,NULL
Mercedes-Benz,Mercedes-Benz GLA 200 7G-DCT AMG Line,102000,PLN,Benzyna,130600,2022,Automatyczna,NULL
Suzuki,Suzuki Swift 1.3 GC (klm),14800,PLN,Benzyna,134235,2007,Manualna,1.3
Ford,Ford Transit Custom L1H1 VA MH Trend,49500,PLN,Diesel,178800,2020,Manualna,NULL
Kia,Kia Rio 1.2 L,32900,PLN,Benzyna,52000,2015,Manualna,1.2
Citroën,Citroën C4 1.5 BlueHDi Feel Pack S&S,47900,PLN,Diesel,177500,2021,Manualna,1.5
Cupra,Cupra Formentor VZ 2.0 TSI 4Drive DSG Tribe Edition,149900,PLN,Benzyna,26000,2024,Automatyczna,2.0
Porsche,Porsche Panamera Turbo,299800,PLN,Benzyna,111000,2017,Automatyczna,NULL
Subaru,Subaru B9 Tribeca,26900,PLN,Benzyna,169100,2009,Automatyczna,NULL
Jeep,Jeep Wrangler,358790,PLN,Benzyna,12500,2022,Automatyczna,NULL
Mitsubishi,Mitsubishi ASX 1.6 Invite,59500,PLN,Benzyna,51500,2018,Manualna,1.6
Porsche,Porsche Macan,179999,PLN,Benzyna,141900,2020,Automatyczna,NULL
Renault,Renault Captur 1.3 TCe Intens EDC,57900,PLN,Benzyna,146000,2020,Automatyczna,1.3
Renault,Renault Megane 1.6 SCe Business,42800,PLN,Benzyna,96000,2017,Manualna,1.6
Land Rover,Land Rover Defender 3.0 D300 mHEV S,380000,PLN,Diesel,20000,2024,Automatyczna,3.0
Cupra,Cupra Leon,128057,PLN,Benzyna,10,2026,Manualna,NULL
Opel,Opel Crossland X 1.2 Start/Stop Edition,37900,PLN,Benzyna,119000,2021,Manualna,1.2
Land Rover,Land Rover Defender,395000,PLN,Diesel,10,2026,Automatyczna,NULL
Opel,Opel Mokka 1.7 CDTI ecoFLEX Start/Stop Innovation,26900,PLN,Diesel,139100,2013,Manualna,1.7
Audi,Audi Q5 40 TDI mHEV Quattro S Line S tronic,129900,PLN,Diesel,90000,2021,Automatyczna,NULL
Kia,Kia Sportage 1.7 CRDI Business Line 2WD DCT,54000,PLN,Diesel,71000,2016,Automatyczna,1.7
